src,trg
i''m,i'm
did''nt,didn't
cann't,can't
have'nt,haven't
oclock,o'clock
oclock,o'clock
name's,name is
name's,name is
don't,don't
dont,don't
isabellas,isabella's
donot,don't
hi',hi
volonters,volunteer's
doughter's,daughter's
mane's,name is
h'i,hi
m'i,i'm
wat's,what's
restoran's,restaurants
dont't,don't
name's,name is
name's,name is
i-m,i'm
that''s,that's
brther's,brothers
i've,i'm
ó'clock,o'clock
ó'clock,o'clock
cd's,cds
thats,that's
there're,they're
i'ts,it's
im,i'm
im,i'm
im,i'm
name's,name is
i'm,i
we'r,we're
zookeeper's,zookeepers
im,i'm
cd's,cds
nsme's,name's
your's,you
i'm,i'm
sheeps,sheep's
nam's,name's
tv's,tvs
o'clok,o'clock
ii,i'll
nam's,name is
im',i'm
im',i'm
im',i'm
don',don't
new's,news
i'm,i'm
year's,years
i'm,l am
i'm,l am
i'm,l am
i'm,i'm
i'ts,it's
dont,don't
l'm,i
l'm,i'm
i'am,i'm
i'am,i'm
dont't,don't
nam's,name is
should't,shouldn't
i'm,i'm
i''m,i'm
it''s, it's
im,i'm
there're,there are
i'm,l am
zokeeper's,zookeeper
i'm,i'm
friend's,friends
i'm,i'm
i'm,i'm
i'm,i'm
friend's,friends
i'am,i'm
cd's,cds
thats,that's
oclock,o'clock
oclock,o'clock
oclock,o'clock
this's,this is
san's,sons
how's,how is
can't,can not
i'm,l am
o'cloock,o' clock
shoudn't,should not
there're,there are
there're,there are
didn''t,didn't
didn''t,didn't
house's,house
dont,don't
i'ts,it's
i'ts,it's
pierce's,pierce is
name's,name is
i'm,i'm
i'm,i'm
lat's,let's
cd's,cds
someone's,some one's
'cause,because
i'm,i'm
i'm,i
i'm,i'm
cant,can't
iam,i'm
we''re,we're
it''s,it's
o''clock,o'clock
we''re,we're
we''re,we're
im,i'm
mname's,name's
o'clook,o'clock
i''ve,i've
o'clok,o'clock
t'shirts,t-shirts
thank's,thanks
year's,years
keybords,keyboard's
bithday's,birthday
verã'nica,veronica
verã'nica,veronica
it''s,is
thet's,that's
l'm,i'm
l'm,i'm
i'm,i'm
complaint's,complaint
i'm,i'm
dont,don't
furnitures,furniture's
i'am,i'm
hi's,his
are't,aren't
does't,doesn't
cd's,cds
doesnt,doesn't
she's,she
new's,news
near's,near
thats,that's
dont,don't
does't,doesn't
pã'quer,played
i'm,i'm
i'm,i'm
its,it's
your,you're
nam's,name is
nam's,name's
im,i'm
im,i'm
im,i'm
im,i'm
once's,once
borther's,brother's
c'mon,come on
namés,name's
i''ve,i've
i'm,i'm
i'm,i'm
names's,name's
a'm,i am
thank's,thanks
neme's,name
dont,don't
thank's,thank
dosen't,doesn't
i''m,i'm
i''m,i'm
''cause,because
i''m,i'm
shouln't,shouldn't
dont,don't
nam's,name's
doesn''t,doesn't
i've,i've
thats,that's
dosen''t,doesn''t
your's,your
compony's,company's
i'm,i'm
i'm,i'm
ir's,it's
it'ss,it's
mens,men's
daughert's,daughters
i*m,i'm
i*m,i'm
doesn*t,doesn't
dont't,don't
dont't,don't
im,i'm
i'am,i'm
im,i'm
im,i'm
there'll,there will
did't,didn't
i'm,i'm
do'nt,don't
im,i'm
im,i'm
i'm,i'm
there're,there are
ther're,there are
i'm,i'm
hystori'es,history
mother's,mother
dont,don't
i'm,i'm
cd's,cds
isan't,isn't
im,i'm
wife's,wife is
son's,son is
doughter's,daughter is
i'v,i've
could't,couldn't
could't,couldn't
it''s,it's
dosen't,doesn't
it'ill,it'll
dont,don't
isn'it,isn't it
wasn’t,wasn't
im,i'm
i'm,i'm
l'alchimiste,alchemist
cd's,cds
i'm,i'm
i'don't,i don't
i'am,i'm
i'am,i'm
ill,i'll
i'am,i am
its,it's
faher', father is
mother's, other is
it's.,it
dont,don't
i've,i've
woul'd,would
thet's,that's
i'am,i'm
i',i'm
birthay's,birthday
wi'm,i'm
i'll,i'll
mane's,name's
thank's,thanks
dont,don't
cd's, cds
i',i'm
i've,i've
dont'n,don't
i'm,i'm
i''ve,i've
childhood's,childhood
ther's,there's
they're,there are
father's,father is
addendums,addendum's
thank's,thanks
thats,that's
thats,that's
i'm,i'm
i'm,i'm
dont,don't
name's,name is
ufo's,ufos
i', i
it''s,it's
isn''t,isn't
does''nt,doesn't
number's,number is
there'er,there are
wath's,what's
i'm,i'm
that'is,that's
'm, i'm
i'm,i'm
i'm,i'm
couln't,couldn't
esperiencias've,experiencias have
mã'nica,monica
mã'nica,monica
didnt,didn't
wasnt,wasn't
i'm,i'm
i'm,i'm
i'm,i'm
i'm,i'm
dont,don't
im,i'm
im,i'm
i'll,i'll
i'll,i'll
i'll,i'll
i'll,i'll
i'll,i'll
oclock,o'clock
oclock,o'clock
i'm,i'm
cd's,cds
i'm,i'm
o'clockin,o'clock in
i'ii,i'll
wath,what
nane's,name's
mame's,name's
mane's,names
zookeeper's,zoo-keeper's
didin't,didn't
havent,haven't
isnt,isn't
i'm,i'm
o'clok,o'clock
dont,don't
i'm,i'm
i'm,i'm
cds,cd's
im,i'm
mega's,meg's
dont,don't
tv's,tvs
cant,can't
i'd,i
dont,don't
myname's,my name's
mame's,name's
o'oclock,o'clock
o'oclock,o'clock
could't,couldn't
evereyone's,everyone's
i'am,i'm
i'll,i'll
hi's,he's
doen't,doesn't
brether's,brother's
i's,is
harrasment,harassment
arent,aren't
dont,don't
it^s,it's
let^s,let's
i^d,i'd
oclock,o' clock
let^s,let's
thank's,thanks
dont,don't
informatic's,informatics
mã'nica,monica
wasn''t,wasn't
spreading's,spreading
doesn''t,doesn''t
nome's,name's
thank's,thanks
i'm,i'm
i'm,i'm
dont,don't
nam's,name's
i'm,i'm
i'v,i've
this's,this is
nam's,names
i''m,i'm
i''m,i'm
gorgr,george
gorge's,george's
does't,doesn't
didn't, do not
i'am,i'm
i'm,i'm
englishtown's,englishtown
nams's,name is
manufacterer's,manufacturer's
someone's,some one's
nam''s,name's
i'am,i'm
i'am,i'm
o'colck,o'clock
o'colck,o'clock
patient's,patient's
thank''s,thanks
could't,couldn't
present's,presents
thank''s,thanks
mi,i'm
zookeeper's,zoo keeper's
names's,name's
one''s,once
cd's,cd's
im,i'm
name',name's
brazilian's,brazilian
parkings,parking's
whot,what
oclock,o'clock
mã'nica,monica
there're,there are
im,i'm
it's,was
couldn’t,couldn't
shoudn't,shouldn't
shound't,shouldn't
shoudn't,shouldn't
shoudn't,shouldn't
clothes's,clothes
tvs,tv's
don't,don't
im,i'm
im,i'm
thank's,thanks
i'm,i'm
hi's,his
dont',don't
o'glock,o'clock
i'd,i'd
i'd,i'd
i'm,i'm
miteeng's,meetings
mounths,month's
doesn''t,doesn't
i'm,i'm
i'll,i'll
i'll,i'll
harassments,harassment's
it''s,it's
like's,like
cd's,cds
i'm,i'm
i'm,i'm
could'nt,couldn't
everybody's,every body's
i'am,i'm
'cant,can't
o''clok,o'clock
o''clok,o'clock
i'm,i'm
dont,don't
patient's,patients
thank's,thanks
zookeper's,zookeeper
it',it's
i'm,i'm
shouldh't,shouldn't
shouldh't,shouldn't
i''ve,i've
i'm,i'm
i'm,i'm
everyone's,every one's
i'waiting,i am waiting
dont,don't
doesnt,doesn't
cd's,cds
brazlian's,brazilian
japanese's,japanese
i'ts,it's
should't,shouldn't
couldnt,couldn't
cant,can't
o'oclock,o'clock
're,are
cds,cd's
o'clock,o'clock
o'clock,o'clock
live's,lives
i'm,i'm
wan't,won't
name''s,name is
body'muscles,body's muscles
coldn't,can't
i'm,i'm
i'am,i'm
thank's,thanks
dont,don't
daugther's,daughter's
cd's,cd's
shoulden't,shouldn't
wha's,what's
name's,name is
dream's,dream is
dont,don't
grandmother,grandmother
live's,lives
dosen't,doesn't
dosen't,doesn't
dont,don't
thats,that's
didn't,didn't
it',it
im,i'm
i'm,i'm
shouln't,shouldn't
im,i'm
i'am,i'm
i'am,i'm
i'am,i'm
a'm,i'm
a'm,i'm
number's,number
dose't,doesn't
can't,cannot
dont't,don't
birds's,birds
wife's, wife is
brother's, brother
iam,i'm
n'°,no
i'm,i'm
i'm,i
im,i'm
allegorys,allegory's
i'n,i
officer'll,officer will
your's,yours
tv's,tvs
dont'n,don't
im,i'm
im,i'm
there're,there are
have't,haven't
did't,didn't
brothers's,brothers
sisters's,sisters
i'll,i'll
thats,that's
i'v,i have
booss,boss's
comsumer's,consumer
im,i'm
óclock,o'clock
year's,years
name's,names
dont'n,don't
cd's,cds
dont,don't
i'm,i'm
i'm,i'm
i'm,i'm
i'm,i'm
monkeys're,monkeys are
childrens,children's
dont,don't
o'clok,o'clock
o'clok,o'clock
tiket's,ticket's
a'm,i'm
invite's,invites
i’ve,i've
isn't,is
i''m,i'm
i'm,i'm
dont,don't
it’s,it's
im,i'm
maslov's,maslow's
dont''t,don't
husnband's,husband's
dno't,don't
dont,don't
cann't,cannot
n'°,no
dont,don't
dont,don't
i''m,i'm
i'm,i'm
i'm,i'm
i'm,i'm
i'm,i'm
wasnt,wasn't
didnt,didn't
which''s,which is
im,i'm
i'dont,i don't
i'am,i'm
toleen's,toleen's
i'm,i'm
i'm,i'm
i'm,i'm
i'm,i'm
i'm,i'm
i'll,i'll
i'll,i'll
wife's,wife is
daughter's,daughter is
dont,don't
dont,don't
dont,don't
sh'is,she is
sh'is,she's
am''s,am
i'm,i'm
i'm,i'm
i'm,i'm
thats,that's
it''s,it's
hame's,name's
i''t,it
i’ve,i've
coundn't,couldn't
o'clcok,o'clock
o'clcok,o'clock
mã'nica,monica
we''ve,we've
cd's,cds
o'clok,o'clock
oclock,o'clock
oclock,o'clock
i',i'm
cd's,cds
dosen't,doesn't
wont,won't
cant,can't
should'n,should not
dind't,didn't
i'am,i'm
im,i'm
im,i'm
neme's,name's
dosen't,doesn't
i'am,i'm
i'am,i'm
everyones,everyone's
i'mfrom,i'm from
cann't,can't
dont,don't
cd's,cd's
do't,don't
le'ts,let's
name's, name is
mathematic's,mathematics
i'm,i'm
i'm,i'm
i'm,i'm
i'm,i'm
i'm,i'm
thank's,thanks
thank's,thanks
mane,name
does't,doesn't
you'r,your
we''ll,we'll
should't,shouldn't
thank's,thanks
theres,there's
thats,that's
o'oclock,o'clock
diane's,diane's
i'am,i'm
jungs,jung's
i''m,i'm
don''t,don't
o''clock,o'clock
don''t,don't
information's,information
havn't,haven't
i'm,i'm
o'clock,o'clock
o'clock,o'clock
i'm,i'm
i'm,i'm
i'm,i'm
i'll,i'll
they're,they are
im,i'm
i'was,i was
im,i'm
doesn’t,doesn't
thank's,thanks
chocolate's, chocolates
hasband's,husband's
dauther's,daughter's
dvd's,dvds
nam's,name's
i'm,i'm
i''ll,i'll
evebody,everybody
7'oclock,7 o'clock
im,i'm
im,i'm
im,i'm
its,it's
these're,these are
chocolates's,chocolate
survey's,surveys
im,i'm
im,i'm
i''m,i'm
i'm35,i'm 35
what',what's
dosen't,doesn't
i'm,i'm
i'm,i'm
i'm,i'm
i'm,i'm
she'r,she's
he'r,he's
let's,let
o'key,okay
o'key,okay
friendly's,friendly
monkeys're,monkeys are
i'm,i'm
neme's,name's
cann't,can't
dont,don't
dont,don't
its,it's
its,it's
dont,don't
cd's,cds
i'am,i am
philosophal,philosopher
i'm,i'm
i'm,i'm
this's,this is
this's,this is
this's,this is
hansbad''s,husband's
thats,that's
i'm,i'm
mane's,name's
'boling,bowling
name's,name is
i'm,l am
i'm,l am
i'm,l am
father's,father is
daughter's,daughter
i'have,i have
i'm,i'm
i'm,i'm
im,i'm
let's,let's
nam's,name's
i'd,i'd
cd's,cds
dodn't,didn't
couldn''t,couldn't
neme's,name's
cd's,cds
i''m,i'm
i'm,i will
im,i'm
i'm,i'm
relative's,relatives
doesen't,doesn't
i'am,i'm
thaear's,there's
names's,name's
it'so,it's
dont,don't
doesnt,doesn't
doesnt,doesn't
i'ts,it's
thank's,thanks
d'ont,don't
d'ont,don't
dont,don't
i"m,i'm
o'clock,o'clock
im,i'm
john's,john is
im,i'm
28'th,28th
i''m,i'm
i'ts,it
birds's,birds
im,i'm
dont,don't
i'am,i'm
i’ve,i've
i''m,i'm
i''m,i'm
doen't,doesn't
dont,don't
t''shirts,t-shirts
i'mthirty,i'm thirty
volvic's,volvic
womens,women's
womens,women's
im,i'm
o'colck,o'clock
dont,don't
im,i'm
i'm,i'm
dont,don't
i'am,i'm
din't,don't
i'v,i've
ll,i'll
i'm,i'm
i'm,i'm
o'clok,o'clock
thank's,thanks
should't,shouldn't
i',i'm
i'm,i'm
doesn''t,doesn't
i'm,i'm
a'm,i'm
children''s,children
cann't,can't
i',i
name's, name is
what's,what is
what's,what is
idon't,i don't
dosen't,does not
did't,didn't
o'clok,o'clock
o'clok,o'clock
o'clok,o'clock
o'cloke,o'clock
hobbies're,hobbies are
din't,don't
tv's,tvs
tv's,tvs
o'lock,o'clock
din't,don't
dot,don't
shouldn''t,shouldn't
i'm,i'm
i'm,i'm
i'm,i'm
dont,don't
mã'nica,monica
i'm,i'm
isn''t,isn't
let''s,let's
nam's,name's
cound't,couldn't
i'am,i'm
i'll,i'll
i'll,i'll
it',it's
donot,don't
it2s,it's
should't,shouldn't
should't,shouldn't
birtday's,birthday
a'm,i'm
ther's,there's
there're,there are
we’ve,we've
dont,don't
wasn’t,wasn't
i'm,i'm
names's,name's
i'ts,it's
i'ts,it's
dont,don't
its,it's
mã'nica,monica
i'm,i'm
i'm,i'm
im,i'm
musn't,mustn't
tv's,tvs
shoundn't,shouldn't
dont,don't
i'm,i'm
frend's,friends
musn't,mustn't
i'm,i'm
i'm,i'm
i'll,i'll
i'm,i'm
cd's,cd's
ins't,isn't
im,i'm
o'oclock,o'clock
i'm,i'm
im,i'm
im,i'm
im,i'm
mã'nica,monica
thank's,thanks
i'm,i'm
i'k, i'm
i'am,i'm
musn't,mustn't
they're,they are
i'm,i
i'm,i'm
daugther's,daughter's
she'e,she's
i'm,i'm
american's,american
shouldnt,shouldn't
their's,their
live's,live
ist,it's
o'clok,o'clock
name',name's
thats,that's
famer's,farmer's
doen't,doesn't
dont',don't
dont't,don't
im,i'm
agela's,angela's
i'am,i'm
clients's,client's
i'm,i'm
i'm,i'm
i'am,i am
christians's,christians
im,i'm
sundas,sunday's
nam's,name is
i'ts,it's
i'ts,it's
i'ts,it's
i1m,i'm
thank's,thanks
i''m,i''m
what's,what's
cann't,can't
i''m,i'm
i''m,i'm
it''ll,it'll
bother's,brother's
doesn''t,doesn't
cd's,cds
name's,name is
oçlock,o'clock
o'oclock,o'clock
there're,there are
ount's,aunt's
i'm,i'm
i'm,i'm
i'm,i'm
i'm,i'm
i'll,i'll
i'm,i'm
daugther's,daughter's
daugther's,daughter's
musten't,must not
friend's,friends
theacher,teacher
baby's,babies
daugther's,daughter's
dont,don't
thank's,thanks
im,i'm
im,i'm
thats,that's
hug's,hugs
i'm,i'm
anyone's,any-one's
i''m,i'm
i'n,i'm
mather's,mother's
don', don't
nema's,name is
doesn''t,doesn't
don''t,don't
i'm,i'm
i'm,i'm
mã'nica,monica
should't,shouldn't
should't,shouldn't
mã'nica,monica
wether's,weather's
tvs,tv's
tvs,tv's
cd's,cd's
live's,live
donot,don't
name''s,name is
it's,it is
don't,do not
won't,will not
there're,there are
hasbent's,husband's
dont,don't
there're,there are
we'll,will
i'm,i'm
i''m,i'm
i''m,i'm
i''m,i'm
human's,humans
doens't,doesn't
year's,years
doesn''t,doesn't
cd's,cds
have'nt,haven't
have'nt,haven't
o'donnel's,o'donnel's
didn',didn't
i'am,i'm
thank's,thanks
o'clcok,o'clock
companys,company's
could't,couldn't
that'll,that will
cd's,cds
mã'nica,monica
the're,they are
i'm,i'm
waht's,what's
lets,let's
i's,is
i's,is
im,i'm
there're,there are
]hi'¡,hi
o''clok,o'clock
cd's,cds
i'ts,it's
dont,don't
frined,friend
sername's,surname's
dosen't,doesn't
dosen't,doesn't
does't,don't
that',that's
dont,don't
dont,don't
dont,don't
pants's,pants
pants's,pants
didn''t,didn't
wasn''t,wasn't
couldn''t,couldn't
i'am,i'm
could't,couldn't
it''s,it's
wat's,what's
her's,he's
celebrities's,celebrity
thats,that's
i'am,i am
name''s, name is
i'm,i'm
nome's,name's
nam''s,name
i'm,i'm
i'am,i'm
did'nt,didn't
im,i'm
there're,there are
i''m,i'm
dont,don't
thank's,thanks
doctor's,doctor
names's,name's
names's,name's
this's,this is
mc'donalds,mcdonald's
6bo'clock,6 o'clock
you'are,youu are
im,i'm
didnt,didn't
she's,she
i'm,i'm
doesn't,doesn't
lm,i'm
doens't,doesn't
i'am,i am
i'am,i am
aren’t,aren't
doesn’t,doesn't
familie's, family
names's,name's
dont,don't
im,i'm
weather'll,weather will
weather'll,weather will
dont,don't
mane's,name's
i'm,i'm
i'll,i'll
someone's,some one's
dont,don't
dont,don't
im,i'm
im,i'm
im,i'm
survey's,survey
havn't,haven't
dont,don't
shirts'buttons,shirt buttons
i't,it's
i'm,i
jacque's,jacques
i'm,i'm
i'm,i'm
i'm,i'm
i'm,i'm
cd's,cds
how've,how have
i'll,i'll
i'm,i'm
iam,i'm
mã'nica,monica
assistent,assistant
doesen't,doesn't
where're,where are
namse's,name's
i'm,i'm
i'm,i'm
thank's,thanks
i'm,i'm
o'cloock,o'clock
o'cloock,o'clock
i'm,i'm
there're,there are
dont,don't
oclock,o'clock
i'am,i'm
there're,there are
i'm,i'm
im,i'm
i'am,i am
that',that's
that',that's
ti's,is
dont,don't
dont,don't
namm's,names
cammel's,camel's
rabit's,rabbit's
i'am,i'm
coudn't,couldn't
oclock,o'clock
oclock,o'clock
oclock,o'clock
i''m,i'm
i''m,i'm
i''m,i'm
thats,that's
oclo'k,o'clock
oclo'k,o'clock
there're,they're
property,property
o'clok,o'clock
i'retorn,i return
oçlok,o'clock
there're,there are
mane's,name
doughter's,daughter's
i'm,i'm
i''m,i'm
i''m,i'm
i''m,i'm
i''m,i'm
mouther's,mother's
there're,they're
i'm,i'm
dont,don't
i-m,i'm
i'm,i'm
name's,name is
economic's,economic
i'm,i'm
english'student,english student
dont,don't
i''m,i'm
im,i'm
its,it's
don't,don't
i'm,i'm
dont,don't
your's,your
we'ill,we'll
we'ill,we'll
dont,don't
i'ts,it's
i'am,i'm
iam,i'm
iam,i'm
names,name's
like's,likes
nam's,name's
it',s
american's,america's
i'm,i'm
i'm,i'm
o'colck,o'clock
i'am,i'm
i'am,i'm
o'clok,o'clock
i'm,i'm
mon's, mom's
f''loor,floor
it',it's
doughter's,daughter's
there're,there's
there'is,there's
oclock,o'clock
thank's,thanks
i',i
jacks's,jack's
babies's,babies'
i'venever,i've never
dont,don't
i''m,i'm
cd's,cds
i'am,i'm
im'm,i'm
names's,name's
thank's,thanks
shouldn''t,shouldn't
didnt,didn't
dosen''t,doesn't
lady's,ladies
hm,i'm
doughter's,daughter's
i'm,i'm
jeans'shirt,denim shirt
it''s,it
mission's,mission
impossible's,impossible
dont,don't
dont,don't
i'm,i'm
there're,there are
i'ts,it's
anut's,aunt's
compliances,compliance's
thank's,thanks
i'm,i'm
a'm,i
party's,parties
i'm,i'm
i'have,i've
i'll,i'll
husbard's,husband's
nae's,name's
id',i'd
thank's,thanks
wife's,wife is
im,i'm
im,i'm
m'y,my
m'y,my
i'll,i'll
dont,don't
she'sn't,she's not
i'll,i'll
live's,live
live's,lives
tkank's,thanks
im,i'm
im,i'm
i'am,i'm
dosen't,doesn't
doens't,doesn't
i'm,i'm
i'm,i'm
idon't,i don't
im,i'm
i'm,i'm
dont,don't
dont,don't
dont,don't
didin't,didn't
woun't,won't
thank's,thanks
it',it's
cds,cd's
where're,where are
doen't,doesn't
wasn''t,wasn't
i'm,i'm
name's,name is
im,i'm
i'am,i'm
brasil's,brazillian
i'am,i'm
im,i'm
i've,i've
i've,i've
oclok,o'clock
dont,don't
neme's,name's
i'm,i'm
doesen't,doesn't
there're,there are
brodher's,brother
monther's,mother's
i'm,i'm
i'm,i'm
i'm,i'm
thank's,thanks
i'am,i'm
i'am,i'm
table's,tables
mirror's,mirrors
thats,that's
wan't,want
ozs,oz's
ozs,oz's
dont,don't
i'm,i'm
grandmother'home,grandmother's home
shouldn''t,shouldn't
j'm,i'm
j'm,i
havent't,haven't
jonh's,john
cd's,cd's
i'am,i'm
i'm,i'm
dont,don't
josh''s,josh's
theres,there's
dont,don't
could't, couldn't
nam"s,name's
shouldn’t,shouldn't
mustn’t,mustn't
did'nt,didn't
did'nt,didn't
isn’t,isn't
name',name's
thank's,thanks
les't,let's
can'n,can't
dont,don't
thank's,thanks
i'am,i'm
i'm,i'm
i''m,i'm
i''m, i'm
oclock,o'clock
i'n,i'm
sister's,sisters
name's,name is
o'clock,pm
don''t,don't
they'r,they're
thats,that's
thats,that's
thats,that's
like's,likes
like's,likes
everyone's,every one's
birthday's,birthday
dont,don't
thank's,thanks
name's,name
wan't,want
tussand's,tussuad's
thank's,thanks
a'am,i'm
y'm,i'm
y'm,i'm
dont,don't
sholdn't,shouldn't
shouldn’t,shouldn't
shouldn’t,shouldn't
shouldn’t,shouldn't
nam's,name's
waths,what's
im,i'm
nam's,name's
i'm,i'm
did't,didn't
did't,didn't
english's,english
mean's,means
name's,name is
nam's,name's
hi's,he's
mane's,name's
o'clok,o'clock
cds,cd's
how're,how are
brothe's,brother's
did'nt,didn't
mais,mai's
w're,we're
live''s,live
i'am,i'm
thi's,this is
i'l,i'll
neme's,name's
its,it's
i'mvery,i'm very
neme's,name's
this's,this is
mather's,mother's
i'am,i'm
i'm,i'm
i'm,l am
i'm,l am
i'm,l am
i'm,l am
does'n,doesn't
cd''s,cd's
i'am,i'm
didnt,didn't
names's,name's
dont''n,don't
im,i'm
im,i'm
dosen't,doesn't
its,it's
hasband's,husband's
daugther's,daughter's
i'am,i'm
futebol's,football
thank's,thanks
books'strategy,books' strategy
did't,didn't
wont't,won't
birds's,birds'
nauseas,nausea's
cd's,cds
hopefullyi'll,hopefully i'll
dont,don't
dont,don't
dont,don't
i''ll,i'll
can''t,can't
i'am,i'm
should't,shouldn't
zoo'll,zoo will
dont,don't
mather's,mother's
i'v,we've
this's,this is
i'am,i'm
i’ve,i've
i’ve,i've
i’ve,i've
dont,don't
dont,don't
i't,it
isn’t,isn't
shouldn’t,shouldn't
daugher''s,daughters
i'll,i'll
englistown's,englistown's
cd's,cd's
cd's,cds
dont's,doesn't
couldn’t,couldn't
doesn’t,doesn't
isn’t,isn't
thank's,thanks
i',i'm
i''ve,i've
o'clok,o'clock
sons's,son's
i'm,i'm
japen,japan
dont,don't
dj's,dj
name's,names
cant',can't
im,i'm
cd's,cds
do'nt,don't
thats,that's
wasn''t,wasn't
im,i'm
i'm,i'm
i'm,i'm
i'am,i'm
i'am,i'm
dong'guan,dongguan
i'm,i'm
i'll,i'll
i'm,i'm
i'm,i'm
i'm,i'm
o'cloch,o'clock
let'me,let me
zookeeper's,zookeeper
donnt,don't
n'°,no
doesn’t,doesn't
thi's,this
daugther's,daughter is
brazilian's,brazilian
was''t,wasn''t
dont,don't
'clock,o'clock
i''ve,i've
you''ve,you've
o'clok,o'clock
taylor'sthebest,taylor's the best
i''ve,i've
i'am,i'm
musn't,mustn't
dont,don't
flus,flu's
i''m,i'm
isn''t,isn't
i'am,i am
im,i'm
isn’t,isn't
isn’t,isn't
o'oclok,o'clock
o'oclok,o'clock
daugther's,daughters
i'm,i'm
nome's,name's
animals's,animals'
steake's,steak's
thak's,thanks
dont,don't
forecast's,forecast
i'am,i'm
ticket'll,ticket will
like''s,likes
like''s,likes
didnt,didn't
i'm,i'm
i'have,i've
o'oclock,o'clock
o'cloch,o'clock
your's,yours
there're,there are
im,i'm
telecomunications''s,telecommunications
it's,it's
he'd,he's
i'm,i'm
o''clock,o'clock
i',i'm
thank's,thanks
thank's,thanks
dont,don't
i'm,i'm
i'm,i'm
cant,can't
o'cloock,o'clock
somthing's,something's
start's,starts
do'nt,don't
o'clok,o'clock
syster's,sister's
i'am,i'm
i'am,i'm
mame's,name's
i'am,i'm
oclock,o'clock
i'am,i am or i'm
i'am,i am or i'm
didin't,didn't
they're,they
cd's,cds
a’m,i'm
dont't,don't
$,dollars
drow,draw
wanter,water
finaly,finally
houres,hours
cofee,coffee
moorning,morning
mor,more
untill,until
capitan,captain
wednesday,wednesday
expirence,experience
somthing,something
peopel,people
than,then
tu,to
heppens,happens
sorfing,surfing
portuguese,portuguese
interwined,intertwined
remakable,remarkable
intruduce,introduce
promissed,promised
finaly,finally
eletronic,electronic
dieases,diseases
maintenence,maintenance
verry,very
carefull,careful
occure,occur
ok,ok
equipamnt,equipment
fetival,festival
shotis,shots
jonh,john
dont,don't
comfotable,comfortable
isno,is no
chidern,children
buisness,business
maximun,maximum
comunication,communication
prefered,prefer
inglês,english
doesn t,doesn't
frendly,friendly
motorcyclets,motorcycles
evining,evening
frinds,friends
indien,indian
strowberry,strawberry
english,english
realy,really
nex,next
allready,already
everbody,everybody
apatment,apartment
yellon,yellow
james,james
hausework,housework
comming,coming
wainting,waiting
thairt tow,thirty-two
fourty,forty
bloken,broken
likeing,liking
serius,serious
appoitment,appointment
pictuere,picture
friens,friends
bouth,both
didnt,didn't
off,of
comunication,communication
somentimes,sometimes
oficce,office
se,see
onde,one
trangular,triangular
playes,plays
noteboks,notebooks
japanese,japanese
houseworks,housework
english,english
approching,approaching
english,english
usely,usually
tge,the
cheking,checking
approximalety,approximately
stadying,studying
wiht,with
meetting,meeting
evennig,evening
acutal,actual
steatment's,statements
coffe,coffee
usualy,usually
whi,will
lernin,learning
cv,cv
intereset,interest
parana,parana
mariage,marriage
mariage,marriage
frisbee,frisbee
clouths,clothes
heathy,healthy
dont,don't
achivement,achievement
goingt o,going to
yonger,younger
inscrease,increase
fife,five
thursday,thursday
visitng,visiting
equipament,equipment
waching,watching
nesessary,necessary
beb,bed
beb,bed
ok,ok
clothers,clothes
botton,bottom
shoud,should
theather,theater
clotches,clothes
creat,create
governement,government
english,english
automotiva,automotive
confict,conflict
coffe,coffee
lenguje,language
ok,ok
diferent,different
olso,also
i'm,i'm
heardphones,headphones
hasband,husband
alloewd,allowed
minimun,minimum
wind,find
oma,granny
wkitwe,white
appatment,apartment
spreaded,spread
alhilal,alhilal
elefant,elephant
wating,waiting
rensponsability,responsibility
succeful,successful
restaurante,restaurant
apreciate,appreciate
maked,marked
gassip,gossip
alot,a lot
suddently,sudden
ok,ok
internet,internet
wifh,with
tooken,taken
enviroment,environment
experirience,experience
makefor,make for
promisd,promised
coffe,coffee
alound,around
inteligent,intelligent
dont,don't
an,and
studente,student
shoud,should
officee,office
famia,family
basseball,baseball
carrer,career
i m,i'm
english,english
saturday,saturday
mor,more
brasilian,brazilian
dinamic,dynamic
ok,ok
mr,mr
tv,tv
suspicius,suspicious
corse,course
studing,studying
begining,beginning
programm,program
carrer,career
thyee,three
strick,strike
videomaker,video maker
pratic,practice
dissponibility,disponibility
english,english
becouse,because
mared,married
canda,canada
professionel,professional
englisch,english
clareance,clearance
nigt,night
brasil,brazil
brasil,brazil
difficutld,difficult
headphonues,headphones
seperate,separate
begining,beginning
particulary,particularly
english,english
nigth,night
quite,quiet
univercity,university
areyou,are you
happend,happened
happend,happened
wonderly,wonderfully
doughter,daughter
intreseting,interesting
comprobable,comparable
fultime,full time
wheather,weather
desepcion,decepcion
desert,dessert
thge,the
dutty,duty
dutty,duty
potatos,potatoes
se,see
english,english
prograns,programs
someting,something
evet,event
wawed,waved
avaliation,evaluation
usualy,usually
cosidered,considered
cryed,cried
companie's,company's
yelow,yellow
missunderstood,misunderstood
importand,important
tkink,think
cath,catch
sisteen,sixteen
accesories,accessories
holyday,holiday
managment,management
adress,address
analize,analyze
o'clok,o'clock
yongest,youngest
oney,one
resumé,resume
saturday,saturday
grammatics,grammatical
bankruptcy,bankruptcy
jhon's,john's
sik,sick
that'll,that will
that'll,that will
shopp,shop
slepping,sleeping
